stamp,joint1_to_base,joint2_to_joint1,joint3_to_joint2,joint4_to_joint3,joint5_to_joint4,joint6_to_joint5,gripper_controller
4.200,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.212,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.224,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.236,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.248,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.260,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.272,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.284,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.296,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.308,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.320,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.332,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.344,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.356,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.368,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.380,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.392,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.404,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.416,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.428,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.440,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.452,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.464,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.476,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.488,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.500,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.512,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.524,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.536,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.548,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.560,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.572,-0.0000,-0.0000,0.0013,-0.0000,-0.0011,0.0000,0.0000
4.584,-0.0000,-0.0000,0.0012,-0.0000,-0.0011,0.0000,0.0000
4.596,-0.0000,-0.0000,0.0012,-0.0000,-0.0011,0.0000,0.0000
4.608,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.620,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.632,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.644,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.656,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.668,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.680,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.692,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.704,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.716,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.728,-0.0000,-0.0000,0.0012,-0.0000,-0.0010,0.0000,0.0000
4.740,-0.0000,-0.0000,0.0011,-0.0000,-0.0010,0.0000,0.0000
4.752,-0.0000,-0.0000,0.0011,-0.0000,-0.0010,0.0000,0.0000
4.764,-0.0000,-0.0000,0.0011,-0.0000,-0.0010,0.0000,0.0000
4.776,-0.0000,-0.0000,0.0011,-0.0000,-0.0010,0.0000,0.0000
4.788,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.800,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.812,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.824,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.836,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.848,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.860,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.872,-0.0000,-0.0000,0.0011,-0.0000,-0.0009,0.0000,0.0000
4.884,-0.0000,-0.0000,0.0010,-0.0000,-0.0009,0.0000,0.0000
4.896,-0.0000,-0.0000,0.0010,-0.0000,-0.0009,0.0000,0.0000
4.908,-0.0000,-0.0000,0.0010,-0.0000,-0.0009,0.0000,0.0000
4.920,-0.0000,-0.0000,0.0010,-0.0000,-0.0009,0.0000,0.0000
4.932,-0.0000,-0.0000,0.0010,-0.0000,-0.0009,0.0000,0.0000
4.944,-0.0000,-0.0000,0.0010,-0.0000,-0.0009,0.0000,0.0000
4.956,-0.0000,-0.0000,0.0010,-0.0000,-0.0009,0.0000,0.0000
4.968,-0.0000,-0.0000,0.0010,-0.0000,-0.0008,0.0000,0.0000
4.980,-0.0000,-0.0000,0.0010,-0.0000,-0.0008,0.0000,0.0000
4.992,-0.0000,-0.0000,0.0010,-0.0000,-0.0008,0.0000,0.0000
5.004,-0.0000,-0.0000,0.0010,-0.0000,-0.0008,0.0000,0.0000
5.016,-0.0000,-0.0000,0.0010,-0.0000,-0.0008,0.0000,0.0000
5.028,-0.0000,-0.0000,0.0010,-0.0000,-0.0008,0.0000,0.0000
5.040,-0.0000,-0.0000,0.0009,-0.0000,-0.0008,0.0000,0.0000
5.052,-0.0000,-0.0000,0.0009,-0.0000,-0.0008,0.0000,0.0000
