stamp,joint1_to_base,joint2_to_joint1,joint3_to_joint2,joint4_to_joint3,joint5_to_joint4,joint6_to_joint5,gripper_controller
10.512,-0.0000,-0.0000,0.0008,-0.0000,-0.0007,0.0000,0.0000
10.524,-0.0000,-0.0000,0.0008,-0.0000,-0.0007,0.0000,0.0000
10.536,-0.0000,-0.0000,0.0008,-0.0000,-0.0007,0.0000,0.0000
10.548,-0.0000,-0.0000,0.0008,-0.0000,-0.0007,0.0000,0.0000
10.560,-0.0000,-0.0000,0.0008,-0.0000,-0.0006,0.0000,0.0000
10.572,-0.0000,-0.0000,0.0008,-0.0000,-0.0006,0.0000,0.0000
10.584,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.596,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.608,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.620,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.632,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.644,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.656,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.668,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.680,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.692,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.704,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.716,-0.0000,-0.0000,0.0007,-0.0000,-0.0006,0.0000,0.0000
10.728,-0.0000,-0.0000,0.0006,-0.0000,-0.0006,0.0000,0.0000
10.740,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.752,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.764,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.776,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.788,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.800,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.812,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.824,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.836,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.848,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.860,-0.0000,-0.0000,0.0006,-0.0000,-0.0005,0.0000,0.0000
10.872,-0.0000,-0.0000,0.0005,-0.0000,-0.0005,0.0000,0.0000
10.884,-0.0000,-0.0000,0.0005,-0.0000,-0.0005,0.0000,0.0000
10.896,-0.0000,-0.0000,0.0005,-0.0000,-0.0005,0.0000,0.0000
10.908,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
10.920,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
10.932,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
10.944,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
10.956,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
10.968,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
10.980,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
10.992,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
11.004,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
11.016,-0.0000,-0.0000,0.0005,-0.0000,-0.0004,0.0000,0.0000
11.028,-0.0000,-0.0000,0.0004,-0.0000,-0.0004,0.0000,0.0000
11.040,-0.0000,-0.0000,0.0004,-0.0000,-0.0004,0.0000,0.0000
